,nome,anno,subs,flag,legislatura
0,KAPPLER Domenico,2001,0,1,1
1,KOFLER Alois,2001,0,1,1
0,LABELLARTE Gerardo,2001,0,1,1
1,LA LOGGIA Enrico,2001,0,1,3
2,LATORRE Nicola,2001,1,1,1
3,LAURIA Michele,2001,1,1,5
4,LAURO Salvatore,2001,0,1,2
5,LAVAGNINI Severino,2001,1,1,3
6,LEGNINI Giovanni,2001,1,1,1
7,LEONE Giovanni,2001,1,1,10
8,LEVI-MONTALCINI Rita,2001,1,1,1
9,LIGUORI Ettore,2001,0,1,1
10,LONGHI Aleandro,2001,0,1,1
11,LUZI Mario,2001,1,1,1
0,MACONI Loris Giuseppe,2001,0,1,2
1,MAFFIOLI Graziano,2001,0,1,1
2,MAGISTRELLI Marina,2001,0,1,1
3,MAGNALBO' Luciano,2001,0,1,2
4,MAGRI Gianluigi,2001,1,1,1
5,MAINARDI Guido,2001,1,1,1
6,MALABARBA Luigi,2001,0,1,1
7,MALAN Lucio,2001,0,1,1
8,MALENTACCHI Giorgio,2001,1,1,1
9,MANCINO Nicola,2001,0,1,8
10,MANFREDI Luigi,2001,0,1,2
11,MANIERI Maria Rosaria,2001,0,1,5
12,MANTICA Alfredo,2001,0,1,3
13,MANUNZA Ignazio,2001,0,1,1
14,MANZELLA Andrea,2001,0,1,2
15,MANZIONE Roberto,2001,0,1,1
16,MARANO Salvatore,2001,0,1,1
17,MARINI Cesare,2001,0,1,3
18,MARINO Luigi,2001,0,1,2
19,MARITATI Alberto,2001,0,1,2
20,MARTONE Francesco,2001,0,1,1
21,MASCIONI Giuseppe,2001,0,1,2
22,MASSUCCO Alberto Felice Simone,2001,0,1,1
23,MEDURI Renato,2001,0,1,4
24,MELELEO Salvatore,2001,0,1,1
25,MENARDI Giuseppe,2001,0,1,1
26,MICHELINI Renzo,2001,0,1,1
27,MINARDO Riccardo,2001,0,1,2
28,MODICA Luciano,2001,1,1,1
29,MONCADA Gino,2001,0,1,1
30,MONTAGNINO Antonio Michele,2001,0,1,2
31,MONTALBANO Accursio,2001,0,1,1
32,MONTI Cesarino,2001,0,1,1
33,MONTICONE Alberto Adalgisio,2001,0,1,2
34,MONTINO Esterino,2001,0,1,1
35,MORANDO Enrico,2001,0,1,3
36,MORO Francesco,2001,0,1,2
37,MORRA Carmelo,2001,0,1,1
38,MORSELLI Stefano,2001,1,1,1
39,MUGNAI Franco,2001,0,1,1
40,MULAS Giuseppe,2001,0,1,3
41,MURINEDDU Giovanni Pietro,2001,0,1,2
42,MUZIO Angelo,2001,0,1,1
0,NANIA Domenico,2001,0,1,1
1,NAPOLITANO Giorgio,2001,1,1,1
2,NESSA Pasquale,2001,0,1,1
3,NIEDDU Gianni,2001,0,1,2
4,NOCCO Giuseppe Onorato Benito,2001,0,1,1
5,NOVI Emiddio,2001,0,1,2
0,OCCHETTO Achille,2001,0,1,1
1,OGNIBENE Liborio,2001,0,1,1
0,PACE Lodovico,2001,0,1,3
1,PAGANO Maria Grazia,2001,0,1,4
2,PAGLIARULO Gianfranco,2001,0,1,1
3,PALOMBO Mario,2001,0,1,2
4,PAPANIA Antonino,2001,1,1,1
5,PASCARELLA Gaetano,2001,0,1,1
6,PASINATO Antonio,2001,0,1,1
7,PASQUINI Giancarlo,2001,0,1,2
8,PASSIGLI Stefano,2001,0,1,3
9,PASTORE Andrea,2001,0,1,2
10,PEDRAZZINI Celestino,2001,0,1,2
11,PEDRINI Egidio Enrico,2001,0,1,1
12,PEDRIZZI Riccardo,2001,0,1,3
13,PELLEGRINO Gaetano Antonio,2001,0,1,1
14,PELLICINI Piero,2001,0,1,2
15,PERA Marcello,2001,0,1,2
16,PERUZZOTTI Luigi,2001,0,1,3
17,PESSINA Vittorio,2001,0,1,1
18,PETERLINI Oskar,2001,0,1,1
19,PETRINI Pierluigi,2001,0,1,1
20,PETRUCCIOLI Claudio,2001,1,1,3
21,PIANETTA Enrico,2001,0,1,2
22,PIATTI Gianni,2001,0,1,2
23,PICCIONI Lorenzo,2001,0,1,2
24,PILONI Ornella,2001,0,1,2
25,PININFARINA Sergio,2001,1,1,1
26,PIROVANO Ettore Pietro,2001,0,1,1
27,PIZZINATO Antonio,2001,0,1,2
28,PONTONE Francesco,2001,0,1,5
29,PONZO Egidio Luigi,2001,0,1,1
30,PROVERA Fiorello,2001,0,1,2
0,RAGNO Salvatore,2001,0,1,3
1,RIGHETTI Franco,2001,0,1,2
2,RIGONI Andrea,2001,0,1,1
3,RIPAMONTI Natale,2001,0,1,2
4,RIZZI Enrico,2001,1,1,2
5,ROLLANDIN Augusto,2001,0,1,1
6,RONCONI Maurizio,2001,0,1,2
7,ROTONDO Antonio,2001,0,1,1
8,RUVOLO Giuseppe,2001,0,1,1
0,SALERNO Roberto,2001,0,1,1
1,SALINI Rocco,2001,0,1,1
2,SALVI Cesare,2001,0,1,4
3,SALZANO Francesco,2001,0,1,1
4,SAMBIN Stanislao Alessandro,2001,0,1,1
5,SANZARELLO Sebastiano,2001,0,1,1
6,SAPORITO Learco,2001,0,1,5
7,SCALERA Giuseppe,2001,0,1,1
8,SCALFARO Oscar Luigi,2001,0,1,2
9,SCARABOSIO Aldo,2001,0,1,1
10,SCHIFANI Renato,2001,0,1,2
11,SCOTTI Luigi,2001,0,1,1
12,SEMERARO Giuseppe,2001,0,1,1
13,SERVELLO Francesco,2001,0,1,2
14,SESTINI Grazia,2001,0,1,1
15,SILIQUINI Maria Grazia,2001,0,1,3
16,SODANO Calogero,2001,0,1,1
17,SODANO Tommaso,2001,0,1,1
18,SOLIANI Albertina,2001,0,1,1
19,SPECCHIA Giuseppe,2001,0,1,5
20,STANISCI Rosa,2001,0,1,1
21,STIFFONI Piergiorgio,2001,0,1,2
22,SUDANO Domenico,2001,0,1,1
0,TAROLLI Ivo,2001,0,1,2
1,TATO' Filomeno Biagio,2001,0,1,1
2,TAVIANI Emilio Paolo,2001,1,1,9
3,TESSITORE Fulvio,2001,0,1,1
4,THALER AUSSERHOFER Helga,2001,0,1,3
5,TIRELLI Francesco,2001,0,1,2
6,TOFANI Oreste,2001,0,1,1
7,TOGNI Livio,2001,0,1,1
8,TOIA Patrizia,2001,1,1,2
9,TOMASSINI Antonio,2001,0,1,2
10,TONINI Giorgio,2001,0,1,1
11,TRAVAGLIA Sergio,2001,0,1,2
12,TREDESE Flavio,2001,0,1,1
13,TREMATERRA Gino,2001,0,1,1
14,TREU Tiziano,2001,0,1,1
15,TUNIS Gianfranco,2001,0,1,1
16,TURCI Lanfranco,2001,0,1,1
17,TURRONI Sauro,2001,0,1,1
0,ULIVI Roberto,2001,1,1,1
0,VALDITARA Giuseppe,2001,0,1,1
1,VALLONE Giuseppe,2001,0,1,1
2,VANZO Antonio Gianfranco,2001,0,1,1
3,VEGAS Giuseppe,2001,0,1,2
4,VENTUCCI Cosimo,2001,0,1,3
5,VERALDI Donato,2001,0,1,2
6,VICINI Antonio,2001,0,1,1
7,VILLONE Massimo,2001,0,1,3
8,VISERTA COSTANTINI Bruno,2001,0,1,2
9,VITALI Walter,2001,0,1,1
10,VIVIANI Luigi,2001,0,1,2
11,VIZZINI Carlo,2001,0,1,1
0,ZANCAN Giampaolo,2001,0,1,1
1,ZANDA Luigi,2001,1,1,1
2,ZANOLETTI Tomaso,2001,0,1,3
3,ZAPPACOSTA Lucio,2001,0,1,1
4,ZAVOLI Sergio,2001,0,1,1
5,ZICCONE Guido,2001,0,1,1
6,ZORZOLI Alberto Pietro Maria,2001,0,1,1
0,ADDUCE Salvatore,2006,1,1,1
1,ADRAGNA Benedetto,2006,0,1,1
2,ALBERTI CASELLATI Maria Elisabetta,2006,0,1,3
3,ALBONETTI Martino,2006,0,1,1
4,ALFONZI Daniela,2006,0,1,1
5,ALLEGRINI Laura,2006,0,1,1
6,ALLOCCA Salvatore,2006,0,1,1
7,AMATI Silvana,2006,0,1,1
8,AMATO Paolo,2006,0,1,1
9,ANDREOTTI Giulio,2006,0,1,6
10,ANGIUS Gavino,2006,0,1,3
11,ANTONIONE Roberto,2006,0,1,2
12,ASCIUTTI Franco,2006,0,1,3
13,AUGELLO Andrea,2006,0,1,1
14,AZZOLLINI Antonio,2006,0,1,3
0,BACCINI Mario,2006,0,1,1
1,BAIO Emanuela,2006,0,1,2
2,BALBONI Alberto,2006,0,1,2
3,BALDASSARRI Mario,2006,0,1,1
4,BALDINI Massimo,2006,0,1,4
5,BANTI Egidio,2006,0,1,1
6,BARBA Vincenzo,2006,0,1,1
7,BARBATO Tommaso,2006,0,1,1
8,BARBIERI Roberto,2006,0,1,1
9,BARBOLINI Giuliano,2006,0,1,1
10,BARELLI Paolo,2006,0,1,2
11,BASSOLI Fiorenza,2006,0,1,1
12,BATTAGLIA Antonio,2006,0,1,4
13,BATTAGLIA Giovanni,2006,0,1,2
14,BELLINI Giovanni,2006,0,1,1
15,BENVENUTO Giorgio,2006,0,1,1
16,BERSELLI Filippo,2006,0,1,2
17,BETTAMIO Giampaolo,2006,0,1,3
18,BETTINI Goffredo Maria,2006,1,1,1
19,BIANCO Enzo,2006,0,1,1
20,BIANCONI Laura,2006,0,1,2
21,BINETTI Paola,2006,0,1,1
22,BIONDI Alfredo,2006,0,1,1
23,BOBBA Luigi,2006,0,1,1
24,BOCCIA Antonio,2006,0,1,1
25,BOCCIA Maria Luisa,2006,0,1,1
26,BODINI Paolo,2006,0,1,1
27,BONADONNA Salvatore,2006,0,1,1
28,BONFRISCO Anna Cinzia,2006,0,1,1
29,BORDON Willer,2006,0,1,2
30,BORNACIN Giorgio,2006,0,1,2
31,BOSONE Daniele,2006,0,1,1
32,BRISCA MENAPACE Lidia,2006,0,1,1
33,BRUNO Franco,2006,0,1,1
34,BRUTTI Massimo,2006,0,1,5
35,BRUTTI Paolo,2006,0,1,2
36,BUBBICO Filippo,2006,1,1,1
37,BUCCICO Emilio Nicola,2006,0,1,1
38,BULGARELLI Mauro,2006,0,1,1
39,BURANI PROCACCINI Maria,2006,0,1,1
40,BUTTI Alessio,2006,0,1,1
41,BUTTIGLIONE Rocco,2006,0,1,1
0,CABRAS Antonello,2006,0,1,2
1,CAFORIO Giuseppe,2006,0,1,1
2,CALDEROLI Roberto,2006,0,1,2
3,CALVI Guido,2006,0,1,3
4,CAMBER Giulio,2006,0,1,3
5,CANTONI Gianpiero Carlo,2006,0,1,2
6,CAPELLI Giovanna,2006,0,1,1
7,CAPRILI Milziade,2006,0,1,1
8,CARLONI Anna Maria,2006,0,1,1
9,CARRARA Valerio,2006,0,1,2
10,CARUSO Antonino,2006,0,1,3
11,CASOLI Francesco,2006,0,1,1
12,CASSON Felice,2006,0,1,1
13,CASTELLI Roberto,2006,0,1,3
14,CENTARO Roberto,2006,0,1,3
15,CIAMPI Carlo Azeglio,2006,1,1,1
16,CICCANTI Amedeo,2006,0,1,2
17,CICOLANI Angelo Maria,2006,0,1,2
18,COLLI Ombretta,2006,0,1,1
19,COLLINO Giovanni,2006,0,1,3
20,COLOMBO Emilio,2006,0,1,2
21,COLOMBO Furio,2006,0,1,1
22,COMINCIOLI Romano,2006,0,1,2
23,CONFALONIERI Giovanni,2006,0,1,1
24,CORONELLA Gennaro,2006,0,1,1
25,COSSIGA Francesco,2006,0,1,6
26,COSSUTTA Armando,2006,0,1,7
27,COSTA Rosario Giorgio,2006,0,1,4
28,CUFFARO Salvatore,2006,1,1,1
29,CURSI Cesare,2006,0,1,2
30,CURTO Euprepio,2006,0,1,4
31,CUSUMANO Stefano,2006,0,1,3
32,CUTRUFO Mauro,2006,0,1,2
0,D'ALI' Antonio,2006,0,1,4
1,D'AMBROSIO Gerardo,2006,0,1,1
2,D'AMICO Natale Maria Alfonso,2006,0,1,2
3,DANIELI Franco,2006,0,1,2
4,DAVICO Michelino,2006,0,1,1
5,DE ANGELIS Marcello,2006,0,1,1
6,DE GREGORIO Sergio,2006,0,1,1
7,DELL'UTRI Marcello,2006,0,1,2
8,DELOGU Mariano,2006,0,1,2
9,DEL PENNINO Antonio Adolfo Maria,2006,1,1,2
10,DEL ROIO Jose' Luiz,2006,0,1,1
11,DE PETRIS Loredana,2006,0,1,2
12,DE POLI Antonio,2006,0,1,1
13,DE SIMONE Andrea,2006,0,1,1
14,DI BARTOLOMEO Luigi,2006,1,1,1
15,DI LELLO FINUOLI Giuseppe,2006,0,1,1
16,DINI Lamberto,2006,0,1,2
17,DI SIENA Piero,2006,0,1,2
18,DIVELLA Francesco,2006,0,1,1
19,DIVINA Sergio,2006,0,1,1
20,DONATI Anna,2006,0,1,2
21,D'ONOFRIO Francesco,2006,0,1,4
0,EMPRIN GILARDINI Erminia,2006,0,1,1
1,ENRIQUES Federico,2006,0,1,1
2,EUFEMI Maurizio,2006,0,1,2
0,FANTOLA Massimo,2006,0,1,1
1,FAZIO Bartolo,2006,0,1,1
2,FAZZONE Claudio,2006,0,1,1
3,FERRANTE Francesco,2006,0,1,1
4,FERRARA Mario,2006,0,1,2
5,FILIPPI Marco,2006,0,1,1
6,FINOCCHIARO Anna,2006,0,1,1
7,FIRRARELLO Giuseppe,2006,0,1,3
8,FISICHELLA Domenico,2006,0,1,4
9,FLUTTERO Andrea,2006,0,1,1
10,FOLLINI Marco,2006,0,1,1
11,FONTANA Carlo,2006,0,1,1
12,FORMIGONI Roberto,2006,1,1,1
13,FORMISANO Aniello,2006,0,1,2
14,FORTE Michele,2006,0,1,2
15,FRANCO Paolo,2006,0,1,2
16,FRANCO Vittoria,2006,0,1,2
17,FRUSCIO Dario,2006,0,1,1
18,FUDA Pietro,2006,0,1,1
0,GABANA Albertino,2006,0,1,1
1,GAGGIO GIULIANI Adelaide,2006,1,1,1
2,GAGLIARDI Rina,2006,0,1,1
3,GALAN Giancarlo,2006,1,1,1
4,GALARDI Guido,2006,0,1,1
5,GALLI Dario,2006,0,1,1
6,GARRAFFA Costantino,2006,0,1,2
7,GASBARRI Mario,2006,0,1,2
8,GENTILE Antonio,2006,0,1,2
9,GHEDINI Niccolo',2006,0,1,1
10,GHIGO Enzo Giorgio,2006,0,1,1
11,GIAMBRONE Fabio,2006,0,1,1
12,GIANNINI Fosco,2006,0,1,1
13,GIARETTA Paolo,2006,0,1,3
14,GIRFATTI Antonio Franco,2006,0,1,2
15,GIULIANO Pasquale,2006,0,1,2
16,GRAMAZIO Domenico,2006,0,1,1
17,GRASSI Claudio,2006,0,1,1
18,GRILLO Luigi,2006,0,1,4
19,GUZZANTI Paolo,2006,0,1,2
0,IANNUZZI Raffaele,2006,0,1,3
1,IORIO Angelo Michele,2006,1,1,1
2,IOVENE Nuccio,2006,0,1,2
3,IZZO Cosimo,2006,0,1,2
0,LADU Salvatore,2006,0,1,3
1,LARIZZA Pietro,2006,1,1,1
2,LATORRE Nicola,2006,0,1,2
3,LEGNINI Giovanni,2006,0,1,2
4,LEONI Giuseppe,2006,0,1,3
5,LEVI-MONTALCINI Rita,2006,0,1,2
6,LIBE' Mauro,2006,0,1,1
7,LIOTTA Santo,2006,0,1,1
8,LIVI BACCI Massimo,2006,0,1,1
9,LORUSSO Antonio,2006,0,1,2
10,LOSURDO Stefano,2006,0,1,1
11,LUNARDI Pietro,2006,0,1,1
12,LUSI Luigi,2006,0,1,1
0,MACCANICO Antonio,2006,0,1,2
1,MAFFIOLI Graziano,2006,0,1,2
2,MAGISTRELLI Marina,2006,0,1,2
3,MAGNOLFI Beatrice,2006,0,1,1
4,MALABARBA Luigi,2006,1,1,2
5,MALAN Lucio,2006,0,1,2
6,MALVANO Franco,2006,0,1,1
7,MANCINO Nicola,2006,1,1,9
8,MANINETTI Luigi,2006,0,1,1
9,MANNINO Calogero,2006,0,1,1
10,MANTICA Alfredo,2006,0,1,4
11,MANTOVANO Alfredo,2006,0,1,1
12,MANUNZA Ignazio,2006,1,1,2
13,MANZELLA Andrea,2006,0,1,3
14,MANZIONE Roberto,2006,0,1,2
15,MARCONI Luca,2006,0,1,1
16,MARCORA Luca,2006,1,1,1
17,MARINI Franco,2006,0,1,1
18,MARINI Giulio,2006,0,1,1
19,MARINO Ignazio,2006,0,1,1
20,MARITATI Alberto,2006,1,1,3
21,MARTINAT Ugo,2006,0,1,1
22,MARTONE Francesco,2006,0,1,2
23,MASSA Augusto,2006,0,1,1
24,MASSIDDA Piergiorgio,2006,0,1,1
25,MASTELLA Clemente,2006,0,1,1
26,MATTEOLI Altero,2006,0,1,1
27,MAURO Giovanni,2006,0,1,1
28,MAZZARELLO Graziano,2006,0,1,1
29,MELE Giorgio,2006,0,1,2
30,MENARDI Giuseppe,2006,0,1,2
31,MERCATALI Vidmer,2006,0,1,1
32,MICHELONI Claudio,2006,0,1,1
33,MOLINARI Claudio,2006,0,1,1
34,MONACELLI Sandra,2006,0,1,1
35,MONGIELLO Colomba,2006,0,1,1
36,MONTALBANO Accursio,2006,0,1,2
37,MONTINO Esterino,2006,0,1,2
38,MORANDO Enrico,2006,0,1,4
39,MORGANDO Gianfranco,2006,0,1,1
40,MORRA Carmelo,2006,0,1,2
41,MORSELLI Stefano,2006,0,1,2
42,MUGNAI Franco,2006,0,1,2
0,NANIA Domenico,2006,0,1,2
1,NAPOLITANO Giorgio,2006,1,1,2
2,NARDINI Maria Celeste,2006,0,1,1
3,NARO Giuseppe,2006,0,1,1
4,NEGRI Magda,2006,0,1,1
5,NESSA Pasquale,2006,0,1,2
6,NIEDDU Gianni,2006,0,1,3
7,NOVI Emiddio,2006,0,1,3
0,PALERMI Manuela,2006,0,1,1
1,PALERMO Anna Maria,2006,0,1,1
2,PALLARO Luigi,2006,0,1,1
3,PALMA Nitto Francesco,2006,0,1,1
4,PALUMBO Aniello,2006,1,1,3
5,PAPANIA Antonino,2006,0,1,2
6,PARAVIA Antonio,2006,0,1,1
7,PASETTO Giorgio,2006,0,1,1
8,PASTORE Andrea,2006,0,1,3
9,PECORARO SCANIO Marco,2006,0,1,1
10,PEGORER Carlo,2006,0,1,1
11,PELLEGATTA Maria Agostina,2006,0,1,1
12,PERA Marcello,2006,0,1,3
13,PERRIN Carlo,2006,0,1,1
14,PETERLINI Oskar,2006,0,1,2
15,PIANETTA Enrico,2006,0,1,3
16,PICCIONI Lorenzo,2006,0,1,3
17,PICCONE Filippo,2006,0,1,1
18,PIGLIONICA Donato,2006,1,1,1
19,PIGNEDOLI Leana,2006,0,1,1
20,PININFARINA Sergio,2006,0,1,2
21,PINZA Roberto,2006,1,1,1
22,PINZGER Manfred,2006,0,1,1
23,PIONATI Francesco,2006,1,1,1
24,PIROVANO Ettore Pietro,2006,0,1,2
25,PISA Silvana,2006,0,1,1
26,PISANU Beppe,2006,0,1,1
27,PISTORIO Giovanni,2006,0,1,1
28,PITTELLI Giancarlo,2006,0,1,1
29,POLI Nedo Lorenzo,2006,0,1,1
30,POLITO Antonio,2006,0,1,1
31,POLLASTRI Edoardo,2006,0,1,1
32,POLLEDRI Massimo,2006,0,1,1
33,PONTONE Francesco,2006,0,1,6
34,POSSA Guido,2006,0,1,1
35,PROCACCI Giovanni,2006,0,1,1
0,QUAGLIARIELLO Gaetano,2006,0,1,2
0,RAME Franca,2006,0,1,1
1,RAMPONI Luigi,2006,0,1,2
2,RANDAZZO Nino,2006,0,1,1
3,RANIERI Andrea,2006,0,1,1
4,REBUZZI Antonella,2006,0,1,1
5,RIA Lorenzo Emilio,2006,1,1,1
6,RIPAMONTI Natale,2006,0,1,3
7,ROILO Giorgio,2006,0,1,1
8,RONCHI Edo,2006,0,1,3
9,ROSSA Sabina,2006,0,1,1
10,ROSSI Fernando,2006,0,1,1
11,ROSSI Paolo,2006,0,1,1
12,ROTONDI Gianfranco,2006,0,1,1
13,RUBINATO Simonetta,2006,0,1,1
14,RUGGERI Salvatore,2006,0,1,1
15,RUSSO SPENA Giovanni,2006,0,1,2
0,SACCONI Maurizio,2006,0,1,1
1,SAIA Maurizio,2006,0,1,1
2,SALVI Cesare,2006,0,1,5
3,SANCIU Fedele,2006,1,1,1
4,SANTINI Giacomo,2006,0,1,1
5,SAPORITO Learco,2006,0,1,6
6,SARO Giuseppe,2006,0,1,1
7,SCALERA Giuseppe,2006,0,1,2
8,SCALFARO Oscar Luigi,2006,0,1,3
9,SCARABOSIO Aldo,2006,0,1,2
10,SCARPA BONAZZA BUORA Paolo,2006,0,1,1
11,SCARPETTI Lido,2006,0,1,1
12,SCHIFANI Renato,2006,0,1,3
13,SCOTTI Luigi,2006,0,1,2
14,SELVA Gustavo,2006,0,1,1
15,SERAFINI Anna Maria,2006,0,1,1
16,SILVESTRI Gianpaolo,2006,0,1,1
17,SINISI Giannicola,2006,0,1,1
18,SODANO Tommaso,2006,0,1,2
19,SOLIANI Albertina,2006,0,1,2
20,STANCA Lucio,2006,0,1,1
21,STEFANI Stefano,2006,0,1,2
22,STERPA Egidio,2006,0,1,1
23,STIFFONI Piergiorgio,2006,0,1,3
24,STORACE Francesco,2006,0,1,1
25,STRACQUADANIO Giorgio,2006,0,1,1
26,STRANO Nino,2006,0,1,1
0,TADDEI Vincenzo,2006,0,1,1
1,TECCE Raffaele,2006,0,1,1
2,THALER AUSSERHOFER Helga,2006,0,1,4
3,TIBALDI Dino,2006,0,1,1
4,TOFANI Oreste,2006,0,1,2
5,TOMASSINI Antonio,2006,0,1,3
6,TONINI Giorgio,2006,0,1,2
7,TOTARO Achille,2006,0,1,1
8,TREMATERRA Gino,2006,0,1,2
9,TREU Tiziano,2006,0,1,2
10,TURANO Renato Guerino,2006,0,1,1
11,TURCO Livia,2006,0,1,1
12,TURIGLIATTO Franco,2006,0,1,1
0,VALDITARA Giuseppe,2006,0,1,2
1,VALENTINO Giuseppe,2006,0,1,2
2,VALPIANA Tiziana,2006,0,1,1
3,VANO Olimpia,2006,0,1,1
4,VEGAS Giuseppe,2006,0,1,3
5,VENTUCCI Cosimo,2006,0,1,4
6,VERNETTI Gianni,2006,1,1,1
7,VICECONTE Guido,2006,0,1,1
8,VIESPOLI Pasquale,2006,0,1,1
9,VILLECCO CALIPARI Rosa Maria,2006,0,1,1
10,VILLONE Massimo,2006,0,1,4
11,VITALI Walter,2006,0,1,2
12,VIZZINI Carlo,2006,0,1,2
0,ZANDA Luigi,2006,0,1,2
1,ZANETTIN Pierantonio,2006,1,1,1
2,ZANOLETTI Tomaso,2006,0,1,4
3,ZANONE Valerio,2006,0,1,1
4,ZAVOLI Sergio,2006,0,1,2
5,ZICCONE Guido,2006,0,1,2
6,ZUCCHERINI Stefano,2006,0,1,1
0,ADAMO Marilena,2008,0,1,1
1,ADERENTI Irene,2008,0,1,1
2,ADRAGNA Benedetto,2008,0,1,2
3,AGOSTINI Mauro,2008,0,1,1
4,ALBERTI CASELLATI Maria Elisabetta,2008,0,1,4
5,ALICATA Bruno,2008,0,1,1
6,ALLEGRINI Laura,2008,0,1,2
7,AMATI Silvana,2008,0,1,2
8,AMATO Paolo,2008,0,1,2
9,AMORUSO Francesco Maria,2008,0,1,1
10,ANDREOTTI Giulio,2008,0,1,7
11,ANDRIA Alfonso,2008,0,1,1
12,ANTEZZA Maria,2008,0,1,1
13,ANTINORO Antonello,2008,1,1,1
14,ARMATO Teresa,2008,0,1,1
15,ASCIUTTI Franco,2008,0,1,4
16,ASTORE Giuseppe,2008,0,1,1
17,AUGELLO Andrea,2008,0,1,2
18,AZZOLLINI Antonio,2008,0,1,4
0,BAIO Emanuela,2008,0,1,3
1,BALBONI Alberto,2008,0,1,3
2,BALDASSARRI Mario,2008,0,1,2
3,BALDINI Massimo,2008,0,1,5
4,BARBOLINI Giuliano,2008,0,1,2
5,BARELLI Paolo,2008,0,1,3
6,BASSOLI Fiorenza,2008,0,1,2
7,BASTICO Mariangela,2008,0,1,1
8,BATTAGLIA Antonio,2008,0,1,5
9,BELISARIO Felice,2008,0,1,1
10,BENEDETTI VALENTINI Domenico,2008,0,1,1
11,BERSELLI Filippo,2008,0,1,3
12,BERTUZZI Maria Teresa,2008,0,1,1
13,BETTAMIO Giampaolo,2008,0,1,4
14,BEVILACQUA Francesco,2008,0,1,4
15,BIANCHI Dorina,2008,0,1,1
16,BIANCO Enzo,2008,0,1,2
17,BIANCONI Laura,2008,0,1,3
18,BIONDELLI Franca,2008,0,1,1
19,BLAZINA Tamara,2008,0,1,1
20,BODEGA Lorenzo,2008,0,1,1
21,BOLDI Rossana,2008,0,1,2
22,BOLDRINI Giacinto,2008,1,1,1
23,BONDI Sandro,2008,0,1,1
24,BONFRISCO Anna Cinzia,2008,0,1,2
25,BONINO Emma,2008,0,1,1
26,BORNACIN Giorgio,2008,0,1,3
27,BOSCETTO Gabriele,2008,0,1,2
28,BOSONE Daniele,2008,0,1,2
29,BRICOLO Federico,2008,0,1,1
30,BRUNO Franco,2008,0,1,2
31,BUBBICO Filippo,2008,0,1,2
32,BUGNANO Patrizia,2008,0,1,1
33,BURGARETTA APARO Sebastiano,2008,1,1,1
34,BUTTI Alessio,2008,0,1,2
0,CABRAS Antonello,2008,0,1,3
1,CAFORIO Giuseppe,2008,0,1,2
2,CAGNIN Luciano,2008,0,1,1
3,CALABRO' Raffaele,2008,0,1,1
4,CALDEROLI Roberto,2008,0,1,3
5,CALIENDO Giacomo,2008,0,1,1
6,CALIGIURI Battista,2008,0,1,1
7,CAMBER Giulio,2008,0,1,4
8,CANTONI Gianpiero Carlo,2008,1,1,3
9,CARDIELLO Franco,2008,1,1,1
10,CARLINO Giuliana,2008,0,1,1
11,CARLONI Anna Maria,2008,0,1,2
12,CAROFIGLIO Gianrico,2008,0,1,1
13,CARRARA Valerio,2008,0,1,3
14,CARUSO Antonino,2008,0,1,4
15,CASELLI Esteban Juan,2008,0,1,1
16,CASOLI Francesco,2008,0,1,2
17,CASSON Felice,2008,0,1,2
18,CASTELLI Roberto,2008,0,1,4
19,CASTIGLIONE Maria Giuseppa,2008,1,1,1
20,CASTRO Maurizio,2008,0,1,1
21,CECCANTI Stefano,2008,0,1,1
22,CENTARO Roberto,2008,0,1,4
23,CERUTI Mauro,2008,0,1,1
24,CHIAROMONTE Franca,2008,0,1,1
25,CHITI Vannino,2008,0,1,1
26,CHIURAZZI Carlo,2008,0,1,1
27,CIAMPI Carlo Azeglio,2008,0,1,2
28,CIARRAPICO Giuseppe,2008,0,1,1
29,CICOLANI Angelo Maria,2008,1,1,3
30,CINTOLA Salvatore,2008,1,1,1
31,COLLI Ombretta,2008,1,1,2
32,COLLINO Giovanni,2008,1,1,4
33,COLOMBO Emilio,2008,0,1,3
34,COMINCIOLI Romano,2008,1,1,3
35,COMPAGNA Luigi,2008,0,1,3
36,CONTI Riccardo,2008,1,1,1
37,CONTINI Barbara,2008,0,1,1
38,CORONELLA Gennaro,2008,0,1,2
39,COSENTINO Lionello,2008,0,1,1
40,COSSIGA Francesco,2008,1,1,7
41,COSTA Rosario Giorgio,2008,0,1,5
42,CRISAFULLI Vladimiro,2008,0,1,1
43,CUFFARO Salvatore,2008,1,1,2
44,CURSI Cesare,2008,0,1,3
45,CUTRUFO Mauro,2008,0,1,3
0,D'ALI' Antonio,2008,0,1,5
1,D'ALIA Gianpiero,2008,0,1,1
2,D'AMBROSIO Gerardo,2008,0,1,2
3,D'AMBROSIO LETTIERI Luigi,2008,0,1,1
4,DAVICO Michelino,2008,0,1,2
5,DE ANGELIS Candido,2008,0,1,1
6,DE CASTRO Paolo,2008,1,1,1
7,DE ECCHER Cristano,2008,0,1,1
8,DE FEO Diana,2008,0,1,1
9,DE GREGORIO Sergio,2008,0,1,2
10,DE LILLO Stefano,2008,0,1,1
11,DELLA MONICA Silvia,2008,0,1,1
12,DELLA SETA Roberto,2008,0,1,1
13,DELL'UTRI Marcello,2008,0,1,3
14,DELOGU Mariano,2008,0,1,3
15,DEL PENNINO Antonio Adolfo Maria,2008,1,1,3
16,DE LUCA Cristina,2008,1,1,1
